epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,670.827,4.27245,5.30801,4.15381,0,0,0,0,4.74159,6.0334,4.29544,0.000329825,0.000329825,0.000329825
